path_label_1,path_label_2,path_length,path_coordinate,k_1,k_2,k_3,frequency_1,frequency_2,frequency_3,frequency_4,frequency_5,frequency_6
G,Z,0.0211579066776737,0.38,0.19,-0.19,0,0.061130742924184,0.0705418218185494,0.0880826525430703,0.178830113341507,0.208167564021934,0.248743884948548
G,Z,0.0211579066776737,0.39,0.195,-0.195,0,0.0626408950688693,0.0723139956164182,0.0900996893139694,0.178810479988735,0.208151599100077,0.248238606845146
G,Z,0.0211579066776737,0.4,0.2,-0.2,0,0.0641432089041293,0.0740786486466193,0.0920940116994503,0.178786230535094,0.208126874386012,0.2477296808572
G,Z,0.0211579066776737,0.41,0.205,-0.205,0,0.0656374681140681,0.0758354666990348,0.0940651366593173,0.178757058403929,0.208092861369132,0.247217858913756
G,Z,0.0211579066776737,0.42,0.21,-0.21,0,0.0671234551833161,0.0775841264078131,0.0960125897953229,0.178722652357988,0.20804903356563,0.246703909416051
G,Z,0.0211579066776737,0.43,0.215,-0.215,0,0.0686009511865008,0.0793242949479666,0.0979359057452301,0.178682697090883,0.207994868413063,0.246188615655832
G,Z,0.0211579066776737,0.44,0.22,-0.22,0,0.0700697355398015,0.081055629706463,0.09983462859794,0.178636873887317,0.207929849403611,0.245672773942174
G,Z,0.0211579066776737,0.45,0.225,-0.225,0,0.0715295857112245,0.082777777923725,0.10170831233132,0.178584861358268,0.20785346847575,0.245157191415051
G,Z,0.0211579066776737,0.46,0.23,-0.23,0,0.0729802768860081,0.0844903763010563,0.103556521274469,0.178526336257737,0.207765228680708,0.244642683527499
G,Z,0.0211579066776737,0.47,0.235,-0.235,0,0.0744215815833179,0.0861930505690918,0.105378830596262,0.178460974387924,0.207664647135369,0.244130071183354
G,Z,0.0211579066776737,0.48,0.24,-0.24,0,0.0758532692201113,0.0878854150119194,0.107174826822131,0.178388451600014,0.207551258266986,0.243620177524308
G,Z,0.0211579066776737,0.49,0.245,-0.245,0,0.0772751056177362,0.0895670719410519,0.108944108381125,0.178308444897918,0.207424617347131,0.243113824368597
G,Z,0.0211579066776737,0.5,0.25,-0.25,0,0.0786868524464737,0.0912376111129204,0.110686286185424,0.17822063365245,0.207284304302772,0.242611828313912
G,Z,0.0211579066776737,0.51,0.255,-0.255,0,0.0800882666028522,0.0928966090830449,0.11240098424456,0.178124700933409,0.207129927781378,0.24211499652908
G,Z,0.0211579066776737,0.52,0.26,-0.26,0,0.0814790995141269,0.094543628489495,0.114087840316667,0.178020334966953,0.206961129434795,0.241624122272367
G,Z,0.0211579066776737,0.53,0.265,-0.265,0,0.082859096363846,0.0961782172577055,0.115746506599178,0.177907230725332,0.206777588373763,0.241139980188441
G,Z,0.0211579066776737,0.54,0.27,-0.27,0,0.0842279952319151,0.097799907718161,0.117376650461379,0.177785091655665,0.206579025732009,0.240663321450624
G,Z,0.0211579066776737,0.55,0.275,-0.275,0,0.0855855261420092,0.0994082156279411,0.118977955221229,0.177653631553763,0.206365209266654,0.240194868829102
